Train,Node,s
2EMR1_10,n48,0
2EMR1_10,n49,0
2EMR1_10,n5,0
2EMR1_10,n50,0
2EMR1_10,n51,0
2EMR1_10,n52,0
2EMR1_10,n53,0
2EMR1_10,n54,0
2EMR1_10,n55,0
2EMR1_10,n56,0
2EMR1_10,n57,0
2EMR1_10,n58,0
2EMR1_10,n59,0
2EMR1_10,n6,0
2EMR1_10,n60,0
2EMR1_10,n61,0
2EMR1_10,n7,0
2EMR1_10,n8,0
2EMR1_10,n9,0
2EMR1_11,n1,0
2EMR1_11,n10,0
2EMR1_11,n11,0
2EMR1_11,n12,0
2EMR1_11,n13,0
2EMR1_11,n14,0
2EMR1_11,n15,0
2EMR1_11,n16,1
2EMR1_11,n17,0
2EMR1_11,n18,0
2EMR1_11,n19,0
2EMR1_11,n2,0
2EMR1_11,n20,1
2EMR1_11,n21,1
2EMR1_11,n22,1
2EMR1_11,n23,0
2EMR1_11,n24,0
2EMR1_11,n25,0
2EMR1_11,n26,0
2EMR1_11,n27,0
2EMR1_11,n28,0
2EMR1_11,n29,0
2EMR1_11,n3,0
2EMR1_11,n30,0
2EMR1_11,n31,0
2EMR1_11,n32,0
2EMR1_11,n33,0
2EMR1_11,n34,0
2EMR1_11,n35,0
2EMR1_11,n36,0
2EMR1_11,n37,0
2EMR1_11,n38,0
2EMR1_11,n39,0
2EMR1_11,n4,0
2EMR1_11,n40,0
2EMR1_11,n41,0
2EMR1_11,n42,0
2EMR1_11,n43,0
2EMR1_11,n44,0
2EMR1_11,n45,0
2EMR1_11,n46,0
2EMR1_11,n47,0
2EMR1_11,n48,0
2EMR1_11,n49,0
2EMR1_11,n5,0
2EMR1_11,n50,0
2EMR1_11,n51,0
2EMR1_11,n52,0
2EMR1_11,n53,0
2EMR1_11,n54,0
2EMR1_11,n55,0
2EMR1_11,n56,0
2EMR1_11,n57,0
2EMR1_11,n58,0
2EMR1_11,n59,0
2EMR1_11,n6,0
2EMR1_11,n60,0
2EMR1_11,n61,0
2EMR1_11,n7,0
2EMR1_11,n8,0
2EMR1_11,n9,0
2EMR1_12,n1,0
2EMR1_12,n10,0
2EMR1_12,n11,0
2EMR1_12,n12,0
2EMR1_12,n13,0
2EMR1_12,n14,0
2EMR1_12,n15,0
2EMR1_12,n16,1
2EMR1_12,n17,1
2EMR1_12,n18,0
2EMR1_12,n19,0
2EMR1_12,n2,0
2EMR1_12,n20,1
2EMR1_12,n21,1
2EMR1_12,n22,1
2EMR1_12,n23,0
2EMR1_12,n24,0
2EMR1_12,n25,0
2EMR1_12,n26,0
2EMR1_12,n27,0
2EMR1_12,n28,0
2EMR1_12,n29,0
2EMR1_12,n3,0
2EMR1_12,n30,0
2EMR1_12,n31,0
2EMR1_12,n32,0
2EMR1_12,n33,0
2EMR1_12,n34,0
2EMR1_12,n35,0
2EMR1_12,n36,0
2EMR1_12,n37,0
2EMR1_12,n38,0
2EMR1_12,n39,0
2EMR1_12,n4,0
2EMR1_12,n40,0
2EMR1_12,n41,0
2EMR1_12,n42,0
2EMR1_12,n43,0
2EMR1_12,n44,0
2EMR1_12,n45,0
2EMR1_12,n46,0
2EMR1_12,n47,0
2EMR1_12,n48,0
2EMR1_12,n49,0
2EMR1_12,n5,0
2EMR1_12,n50,0
2EMR1_12,n51,0
2EMR1_12,n52,0
2EMR1_12,n53,0
2EMR1_12,n54,0
2EMR1_12,n55,0
2EMR1_12,n56,0
2EMR1_12,n57,0
2EMR1_12,n58,0
2EMR1_12,n59,0
2EMR1_12,n6,0
2EMR1_12,n60,0
2EMR1_12,n61,0
2EMR1_12,n7,0
2EMR1_12,n8,0
2EMR1_12,n9,0
2EMR1_13,n1,0
2EMR1_13,n10,0
2EMR1_13,n11,0
2EMR1_13,n12,0
2EMR1_13,n13,0
2EMR1_13,n14,0
2EMR1_13,n15,0
2EMR1_13,n16,1
2EMR1_13,n17,1
2EMR1_13,n18,0
2EMR1_13,n19,0
2EMR1_13,n2,0
2EMR1_13,n20,0
2EMR1_13,n21,1
2EMR1_13,n22,1
2EMR1_13,n23,0
2EMR1_13,n24,0
2EMR1_13,n25,0
2EMR1_13,n26,0
2EMR1_13,n27,0
2EMR1_13,n28,0
2EMR1_13,n29,0
2EMR1_13,n3,0
2EMR1_13,n30,0
2EMR1_13,n31,0
2EMR1_13,n32,0
2EMR1_13,n33,0
2EMR1_13,n34,0
2EMR1_13,n35,0
2EMR1_13,n36,0
2EMR1_13,n37,0
2EMR1_13,n38,0
2EMR1_13,n39,0
2EMR1_13,n4,0
2EMR1_13,n40,0
2EMR1_13,n41,0
2EMR1_13,n42,0
2EMR1_13,n43,0
2EMR1_13,n44,0
2EMR1_13,n45,0
2EMR1_13,n46,0
2EMR1_13,n47,0
2EMR1_13,n48,0
2EMR1_13,n49,0
2EMR1_13,n5,0
2EMR1_13,n50,0
2EMR1_13,n51,0
2EMR1_13,n52,0
2EMR1_13,n53,0
2EMR1_13,n54,0
2EMR1_13,n55,0
2EMR1_13,n56,0
2EMR1_13,n57,0
2EMR1_13,n58,0
2EMR1_13,n59,0
2EMR1_13,n6,0
2EMR1_13,n60,0
2EMR1_13,n61,0
2EMR1_13,n7,0
2EMR1_13,n8,0
2EMR1_13,n9,0
2EMR1_2,n1,0
2EMR1_2,n10,0
2EMR1_2,n11,0
2EMR1_2,n12,0
2EMR1_2,n13,0
2EMR1_2,n14,0
2EMR1_2,n15,1
2EMR1_2,n16,0
2EMR1_2,n17,0
2EMR1_2,n18,0
2EMR1_2,n19,0
2EMR1_2,n2,0
2EMR1_2,n20,0
2EMR1_2,n21,0
2EMR1_2,n22,0
2EMR1_2,n23,0
2EMR1_2,n24,0
2EMR1_2,n25,0
2EMR1_2,n26,0
2EMR1_2,n27,0
2EMR1_2,n28,0
2EMR1_2,n29,0
2EMR1_2,n3,0
2EMR1_2,n30,0
2EMR1_2,n31,0
2EMR1_2,n32,0
2EMR1_2,n33,0
2EMR1_2,n34,0
2EMR1_2,n35,0
2EMR1_2,n36,0
2EMR1_2,n37,0
2EMR1_2,n38,0
2EMR1_2,n39,0
2EMR1_2,n4,0
2EMR1_2,n40,0
2EMR1_2,n41,0
2EMR1_2,n42,0
2EMR1_2,n43,0
2EMR1_2,n44,0
2EMR1_2,n45,0
2EMR1_2,n46,0
2EMR1_2,n47,0
2EMR1_2,n48,0
2EMR1_2,n49,0
2EMR1_2,n5,0
2EMR1_2,n50,0
2EMR1_2,n51,0
2EMR1_2,n52,0
2EMR1_2,n53,0
2EMR1_2,n54,0
2EMR1_2,n55,0
2EMR1_2,n56,0
2EMR1_2,n57,0
2EMR1_2,n58,0
2EMR1_2,n59,0
2EMR1_2,n6,0
2EMR1_2,n60,0
2EMR1_2,n61,0
2EMR1_2,n7,0
2EMR1_2,n8,0
2EMR1_2,n9,0
2EMR1_3,n1,0
2EMR1_3,n10,0
2EMR1_3,n11,0
2EMR1_3,n12,0
2EMR1_3,n13,0
2EMR1_3,n14,0
2EMR1_3,n15,1
2EMR1_3,n16,0
2EMR1_3,n17,0
2EMR1_3,n18,0
2EMR1_3,n19,0
2EMR1_3,n2,0
2EMR1_3,n20,0
2EMR1_3,n21,0
2EMR1_3,n22,0
2EMR1_3,n23,0
2EMR1_3,n24,0
2EMR1_3,n25,0
2EMR1_3,n26,0
2EMR1_3,n27,0
2EMR1_3,n28,0
2EMR1_3,n29,0
2EMR1_3,n3,0
2EMR1_3,n30,0
2EMR1_3,n31,0
2EMR1_3,n32,0
2EMR1_3,n33,0
2EMR1_3,n34,0
2EMR1_3,n35,0
2EMR1_3,n36,0
2EMR1_3,n37,0
2EMR1_3,n38,0
2EMR1_3,n39,0
2EMR1_3,n4,0
2EMR1_3,n40,0
2EMR1_3,n41,0
2EMR1_3,n42,0
2EMR1_3,n43,0
2EMR1_3,n44,0
2EMR1_3,n45,0
2EMR1_3,n46,0
2EMR1_3,n47,0
2EMR1_3,n48,0
2EMR1_3,n49,0
2EMR1_3,n5,0
2EMR1_3,n50,0
2EMR1_3,n51,0
2EMR1_3,n52,0
2EMR1_3,n53,0
2EMR1_3,n54,0
2EMR1_3,n55,0
2EMR1_3,n56,0
2EMR1_3,n57,0
2EMR1_3,n58,0
2EMR1_3,n59,0
2EMR1_3,n6,0
2EMR1_3,n60,0
2EMR1_3,n61,0
2EMR1_3,n7,0
2EMR1_3,n8,0
2EMR1_3,n9,0
2EMR1_4,n1,0
2EMR1_4,n10,0
2EMR1_4,n11,0
2EMR1_4,n12,0
2EMR1_4,n13,0
2EMR1_4,n14,0
2EMR1_4,n15,1
2EMR1_4,n16,0
2EMR1_4,n17,0
2EMR1_4,n18,0
2EMR1_4,n19,0
2EMR1_4,n2,0
2EMR1_4,n20,0
2EMR1_4,n21,0
2EMR1_4,n22,0
2EMR1_4,n23,0
2EMR1_4,n24,0
2EMR1_4,n25,0
2EMR1_4,n26,0
2EMR1_4,n27,0
2EMR1_4,n28,0
2EMR1_4,n29,0
2EMR1_4,n3,0
2EMR1_4,n30,0
2EMR1_4,n31,0
2EMR1_4,n32,0
2EMR1_4,n33,0
2EMR1_4,n34,0
2EMR1_4,n35,0
2EMR1_4,n36,0
2EMR1_4,n37,0
2EMR1_4,n38,0
2EMR1_4,n39,0
2EMR1_4,n4,0
2EMR1_4,n40,0
2EMR1_4,n41,0
2EMR1_4,n42,0
2EMR1_4,n43,0
2EMR1_4,n44,0
2EMR1_4,n45,0
2EMR1_4,n46,0
2EMR1_4,n47,0
2EMR1_4,n48,0
2EMR1_4,n49,0
2EMR1_4,n5,0
2EMR1_4,n50,0
2EMR1_4,n51,0
2EMR1_4,n52,0
2EMR1_4,n53,0
2EMR1_4,n54,0
2EMR1_4,n55,0
2EMR1_4,n56,0
2EMR1_4,n57,0
2EMR1_4,n58,0
2EMR1_4,n59,0
2EMR1_4,n6,0
2EMR1_4,n60,0
2EMR1_4,n61,0
2EMR1_4,n7,0
2EMR1_4,n8,0
2EMR1_4,n9,0
2EMR1_5,n1,0
2EMR1_5,n10,0
2EMR1_5,n11,0
2EMR1_5,n12,0
2EMR1_5,n13,0
2EMR1_5,n14,0
2EMR1_5,n15,1
2EMR1_5,n16,0
2EMR1_5,n17,0
2EMR1_5,n18,0
2EMR1_5,n19,0
2EMR1_5,n2,0
2EMR1_5,n20,0
2EMR1_5,n21,0
2EMR1_5,n22,0
2EMR1_5,n23,0
2EMR1_5,n24,0
2EMR1_5,n25,0
2EMR1_5,n26,0
2EMR1_5,n27,0
2EMR1_5,n28,0
2EMR1_5,n29,0
2EMR1_5,n3,0
2EMR1_5,n30,0
2EMR1_5,n31,0
2EMR1_5,n32,0
2EMR1_5,n33,0
2EMR1_5,n34,0
2EMR1_5,n35,0
2EMR1_5,n36,0
2EMR1_5,n37,0
2EMR1_5,n38,0
2EMR1_5,n39,0
2EMR1_5,n4,0
2EMR1_5,n40,0
2EMR1_5,n41,0
2EMR1_5,n42,0
2EMR1_5,n43,0
2EMR1_5,n44,0
2EMR1_5,n45,0
2EMR1_5,n46,0
2EMR1_5,n47,0
2EMR1_5,n48,0
2EMR1_5,n49,0
2EMR1_5,n5,0
2EMR1_5,n50,0
2EMR1_5,n51,0
2EMR1_5,n52,0
2EMR1_5,n53,0
2EMR1_5,n54,0
2EMR1_5,n55,0
2EMR1_5,n56,0
2EMR1_5,n57,0
2EMR1_5,n58,0
2EMR1_5,n59,0
2EMR1_5,n6,0
2EMR1_5,n60,0
2EMR1_5,n61,0
2EMR1_5,n7,0
2EMR1_5,n8,0
2EMR1_5,n9,0
2EMR1_6,n1,0
2EMR1_6,n10,0
2EMR1_6,n11,0
2EMR1_6,n12,0
2EMR1_6,n13,0
2EMR1_6,n14,0
2EMR1_6,n15,1
2EMR1_6,n16,0
2EMR1_6,n17,0
2EMR1_6,n18,0
2EMR1_6,n19,0
2EMR1_6,n2,0
2EMR1_6,n20,0
2EMR1_6,n21,0
2EMR1_6,n22,0
2EMR1_6,n23,0
2EMR1_6,n24,0
2EMR1_6,n25,0
2EMR1_6,n26,0
2EMR1_6,n27,0
2EMR1_6,n28,0
2EMR1_6,n29,0
2EMR1_6,n3,0
2EMR1_6,n30,0
2EMR1_6,n31,0
2EMR1_6,n32,0
2EMR1_6,n33,0
2EMR1_6,n34,0
2EMR1_6,n35,0
2EMR1_6,n36,0
2EMR1_6,n37,0
2EMR1_6,n38,0
2EMR1_6,n39,0
2EMR1_6,n4,0
2EMR1_6,n40,0
2EMR1_6,n41,0
2EMR1_6,n42,0
2EMR1_6,n43,0
2EMR1_6,n44,0
2EMR1_6,n45,0
2EMR1_6,n46,0
2EMR1_6,n47,0
2EMR1_6,n48,0
2EMR1_6,n49,0
2EMR1_6,n5,0
2EMR1_6,n50,0
2EMR1_6,n51,0
2EMR1_6,n52,0
2EMR1_6,n53,0
2EMR1_6,n54,0
2EMR1_6,n55,0
2EMR1_6,n56,0
2EMR1_6,n57,0
2EMR1_6,n58,0
2EMR1_6,n59,0
2EMR1_6,n6,0
2EMR1_6,n60,0
2EMR1_6,n61,0
2EMR1_6,n7,0
2EMR1_6,n8,0
2EMR1_6,n9,0
2EMR1_7,n1,0
2EMR1_7,n10,0
2EMR1_7,n11,0
2EMR1_7,n12,0
2EMR1_7,n13,0
2EMR1_7,n14,0
2EMR1_7,n15,1
2EMR1_7,n16,0
2EMR1_7,n17,0
2EMR1_7,n18,0
2EMR1_7,n19,0
2EMR1_7,n2,0
2EMR1_7,n20,0
2EMR1_7,n21,0
2EMR1_7,n22,0
2EMR1_7,n23,0
2EMR1_7,n24,0
2EMR1_7,n25,0
2EMR1_7,n26,0
2EMR1_7,n27,0
2EMR1_7,n28,0
2EMR1_7,n29,0
2EMR1_7,n3,0
2EMR1_7,n30,0
2EMR1_7,n31,0
2EMR1_7,n32,0
2EMR1_7,n33,0
2EMR1_7,n34,0
2EMR1_7,n35,0
2EMR1_7,n36,0
2EMR1_7,n37,0
2EMR1_7,n38,0
2EMR1_7,n39,0
2EMR1_7,n4,0
2EMR1_7,n40,0
2EMR1_7,n41,0
2EMR1_7,n42,0
2EMR1_7,n43,0
2EMR1_7,n44,0
2EMR1_7,n45,0
2EMR1_7,n46,0
2EMR1_7,n47,0
2EMR1_7,n48,0
2EMR1_7,n49,0
2EMR1_7,n5,0
2EMR1_7,n50,0
2EMR1_7,n51,0
2EMR1_7,n52,0
2EMR1_7,n53,0
2EMR1_7,n54,0
2EMR1_7,n55,0
2EMR1_7,n56,0
2EMR1_7,n57,0
2EMR1_7,n58,0
2EMR1_7,n59,0
2EMR1_7,n6,0
2EMR1_7,n60,0
2EMR1_7,n61,0
2EMR1_7,n7,0
2EMR1_7,n8,0
2EMR1_7,n9,0
2EMR1_8,n1,0
2EMR1_8,n10,0
2EMR1_8,n11,0
2EMR1_8,n12,0
2EMR1_8,n13,0
2EMR1_8,n14,0
2EMR1_8,n15,1
2EMR1_8,n16,0
2EMR1_8,n17,0
2EMR1_8,n18,0
2EMR1_8,n19,0
2EMR1_8,n2,0
2EMR1_8,n20,1
2EMR1_8,n21,0
2EMR1_8,n22,0
2EMR1_8,n23,0
2EMR1_8,n24,0
2EMR1_8,n25,0
2EMR1_8,n26,0
2EMR1_8,n27,0
2EMR1_8,n28,0
2EMR1_8,n29,0
2EMR1_8,n3,0
2EMR1_8,n30,0
2EMR1_8,n31,0
2EMR1_8,n32,0
2EMR1_8,n33,0
2EMR1_8,n34,0
2EMR1_8,n35,0
2EMR1_8,n36,0
2EMR1_8,n37,0
2EMR1_8,n38,0
2EMR1_8,n39,0
2EMR1_8,n4,0
2EMR1_8,n40,0
2EMR1_8,n41,0
2EMR1_8,n42,0
2EMR1_8,n43,0
2EMR1_8,n44,0
2EMR1_8,n45,0
2EMR1_8,n46,0
2EMR1_8,n47,0
2EMR1_8,n48,0
2EMR1_8,n49,0
2EMR1_8,n5,0
2EMR1_8,n50,0
2EMR1_8,n51,0
2EMR1_8,n52,0
2EMR1_8,n53,0
2EMR1_8,n54,0
2EMR1_8,n55,0
2EMR1_8,n56,0
2EMR1_8,n57,0
2EMR1_8,n58,0
2EMR1_8,n59,0
2EMR1_8,n6,0
2EMR1_8,n60,0
2EMR1_8,n61,0
2EMR1_8,n7,0
2EMR1_8,n8,0
2EMR1_8,n9,0
2EMR1_9,n1,0
2EMR1_9,n10,0
2EMR1_9,n11,0
2EMR1_9,n12,0
2EMR1_9,n13,0
2EMR1_9,n14,0
2EMR1_9,n15,1
2EMR1_9,n16,0
2EMR1_9,n17,0
2EMR1_9,n18,0
2EMR1_9,n19,0
2EMR1_9,n2,0
2EMR1_9,n20,1
2EMR1_9,n21,0
2EMR1_9,n22,0
2EMR1_9,n23,0
2EMR1_9,n24,0
2EMR1_9,n25,0
2EMR1_9,n26,0
2EMR1_9,n27,0
2EMR1_9,n28,0
2EMR1_9,n29,0
2EMR1_9,n3,0
2EMR1_9,n30,0
2EMR1_9,n31,0
2EMR1_9,n32,0
2EMR1_9,n33,0
2EMR1_9,n34,0
2EMR1_9,n35,0
2EMR1_9,n36,0
2EMR1_9,n37,0
2EMR1_9,n38,0
2EMR1_9,n39,0
2EMR1_9,n4,0
2EMR1_9,n40,0
2EMR1_9,n41,0
2EMR1_9,n42,0
2EMR1_9,n43,0
2EMR1_9,n44,0
2EMR1_9,n45,0
2EMR1_9,n46,0
2EMR1_9,n47,0
2EMR1_9,n48,0
2EMR1_9,n49,0
2EMR1_9,n5,0
2EMR1_9,n50,0
2EMR1_9,n51,0
2EMR1_9,n52,0
2EMR1_9,n53,0
2EMR1_9,n54,0
2EMR1_9,n55,0
2EMR1_9,n56,0
2EMR1_9,n57,0
2EMR1_9,n58,0
2EMR1_9,n59,0
2EMR1_9,n6,0
2EMR1_9,n60,0
2EMR1_9,n61,0
2EMR1_9,n7,0
2EMR1_9,n8,0
2EMR1_9,n9,0
2EMR2_1,n1,0
2EMR2_1,n10,0
2EMR2_1,n11,0
2EMR2_1,n12,0
2EMR2_1,n13,0
2EMR2_1,n14,0
2EMR2_1,n15,0
2EMR2_1,n16,0
2EMR2_1,n17,0
2EMR2_1,n18,0
2EMR2_1,n19,0
2EMR2_1,n2,0
2EMR2_1,n20,0
2EMR2_1,n21,0
2EMR2_1,n22,0
2EMR2_1,n23,0
2EMR2_1,n24,0
2EMR2_1,n25,0
2EMR2_1,n26,0
2EMR2_1,n27,0
2EMR2_1,n28,0
2EMR2_1,n29,0
2EMR2_1,n3,0
2EMR2_1,n30,0
2EMR2_1,n31,0
2EMR2_1,n32,0
2EMR2_1,n33,0
2EMR2_1,n34,0
2EMR2_1,n35,0
2EMR2_1,n36,0
2EMR2_1,n37,0
2EMR2_1,n38,0
2EMR2_1,n39,0
2EMR2_1,n4,0
2EMR2_1,n40,0
2EMR2_1,n41,0
2EMR2_1,n42,0
2EMR2_1,n43,0
2EMR2_1,n44,0
2EMR2_1,n45,0
2EMR2_1,n46,1
2EMR2_1,n47,0
2EMR2_1,n48,0
2EMR2_1,n49,0
2EMR2_1,n5,0
2EMR2_1,n50,0
2EMR2_1,n51,0
2EMR2_1,n52,0
2EMR2_1,n53,0
2EMR2_1,n54,0
2EMR2_1,n55,0
2EMR2_1,n56,0
2EMR2_1,n57,0
2EMR2_1,n58,0
2EMR2_1,n59,0
2EMR2_1,n6,0
2EMR2_1,n60,0
2EMR2_1,n61,0
2EMR2_1,n7,0
2EMR2_1,n8,0
2EMR2_1,n9,0
2EMR2_2,n1,0
2EMR2_2,n10,0
2EMR2_2,n11,0
2EMR2_2,n12,0
2EMR2_2,n13,0
2EMR2_2,n14,0
2EMR2_2,n15,0
2EMR2_2,n16,0
2EMR2_2,n17,0
2EMR2_2,n18,0
2EMR2_2,n19,0
2EMR2_2,n2,0
2EMR2_2,n20,0
2EMR2_2,n21,0
2EMR2_2,n22,0
2EMR2_2,n23,0
2EMR2_2,n24,0
2EMR2_2,n25,0
2EMR2_2,n26,0
2EMR2_2,n27,0
2EMR2_2,n28,0
2EMR2_2,n29,0
2EMR2_2,n3,0
2EMR2_2,n30,0
2EMR2_2,n31,0
2EMR2_2,n32,0
2EMR2_2,n33,0
2EMR2_2,n34,0
2EMR2_2,n35,0
2EMR2_2,n36,0
2EMR2_2,n37,0
2EMR2_2,n38,0
2EMR2_2,n39,0
2EMR2_2,n4,0
2EMR2_2,n40,0
2EMR2_2,n41,0
2EMR2_2,n42,0
2EMR2_2,n43,0
2EMR2_2,n44,0
2EMR2_2,n45,0
2EMR2_2,n46,1
2EMR2_2,n47,0
2EMR2_2,n48,0
2EMR2_2,n49,0
2EMR2_2,n5,0
2EMR2_2,n50,0
2EMR2_2,n51,0
2EMR2_2,n52,0
2EMR2_2,n53,0
2EMR2_2,n54,0
2EMR2_2,n55,0
2EMR2_2,n56,0
2EMR2_2,n57,0
2EMR2_2,n58,0
2EMR2_2,n59,0
2EMR2_2,n6,0
2EMR2_2,n60,0
2EMR2_2,n61,0
2EMR2_2,n7,0
2EMR2_2,n8,0
2EMR2_2,n9,0
2EMR2_3,n1,0
2EMR2_3,n10,0
2EMR2_3,n11,0
2EMR2_3,n12,0
2EMR2_3,n13,0
2EMR2_3,n14,0
2EMR2_3,n15,0
2EMR2_3,n16,0
2EMR2_3,n17,0
2EMR2_3,n18,0
2EMR2_3,n19,0
2EMR2_3,n2,0
2EMR2_3,n20,0
2EMR2_3,n21,0
2EMR2_3,n22,0
2EMR2_3,n23,0
2EMR2_3,n24,0
2EMR2_3,n25,0
2EMR2_3,n26,0
2EMR2_3,n27,0
2EMR2_3,n28,0
2EMR2_3,n29,0
2EMR2_3,n3,0
2EMR2_3,n30,0
2EMR2_3,n31,0
2EMR2_3,n32,0
2EMR2_3,n33,0
2EMR2_3,n34,0
2EMR2_3,n35,0
2EMR2_3,n36,0
2EMR2_3,n37,0
2EMR2_3,n38,0
2EMR2_3,n39,0
2EMR2_3,n4,0
2EMR2_3,n40,0
2EMR2_3,n41,0
2EMR2_3,n42,0
2EMR2_3,n43,0
2EMR2_3,n44,0
2EMR2_3,n45,0
2EMR2_3,n46,1
2EMR2_3,n47,0
2EMR2_3,n48,0
2EMR2_3,n49,0
2EMR2_3,n5,0
2EMR2_3,n50,0
2EMR2_3,n51,0
2EMR2_3,n52,0
2EMR2_3,n53,0
2EMR2_3,n54,0
2EMR2_3,n55,0
2EMR2_3,n56,0
2EMR2_3,n57,0
2EMR2_3,n58,0
2EMR2_3,n59,0
2EMR2_3,n6,0
2EMR2_3,n60,0
2EMR2_3,n61,0
2EMR2_3,n7,0
2EMR2_3,n8,0
2EMR2_3,n9,0
2EMR2_4,n1,0
2EMR2_4,n10,0
2EMR2_4,n11,0
2EMR2_4,n12,0
2EMR2_4,n13,0
2EMR2_4,n14,0
2EMR2_4,n15,0
2EMR2_4,n16,0
2EMR2_4,n17,0
2EMR2_4,n18,0
2EMR2_4,n19,0
2EMR2_4,n2,0
2EMR2_4,n20,0
2EMR2_4,n21,0
2EMR2_4,n22,1
2EMR2_4,n23,0
2EMR2_4,n24,0
2EMR2_4,n25,0
2EMR2_4,n26,0
2EMR2_4,n27,0
2EMR2_4,n28,0
2EMR2_4,n29,0
2EMR2_4,n3,0
2EMR2_4,n30,0
2EMR2_4,n31,0
2EMR2_4,n32,0
2EMR2_4,n33,0
2EMR2_4,n34,0
2EMR2_4,n35,0
2EMR2_4,n36,0
2EMR2_4,n37,0
2EMR2_4,n38,0
2EMR2_4,n39,0
2EMR2_4,n4,0
2EMR2_4,n40,0
2EMR2_4,n41,0
2EMR2_4,n42,0
2EMR2_4,n43,0
2EMR2_4,n44,0
2EMR2_4,n45,0
2EMR2_4,n46,0
2EMR2_4,n47,0
2EMR2_4,n48,0
2EMR2_4,n49,0
2EMR2_4,n5,0
2EMR2_4,n50,0
2EMR2_4,n51,0
2EMR2_4,n52,0
2EMR2_4,n53,0
2EMR2_4,n54,0
2EMR2_4,n55,0
2EMR2_4,n56,0
2EMR2_4,n57,0
2EMR2_4,n58,0
2EMR2_4,n59,0
2EMR2_4,n6,0
2EMR2_4,n60,0
2EMR2_4,n61,0
2EMR2_4,n7,0
2EMR2_4,n8,0
2EMR2_4,n9,0
2EMR2_5,n1,0
2EMR2_5,n10,0
2EMR2_5,n11,0
2EMR2_5,n12,0
2EMR2_5,n13,0
2EMR2_5,n14,0
2EMR2_5,n15,0
2EMR2_5,n16,0
2EMR2_5,n17,1
2EMR2_5,n18,1
2EMR2_5,n19,0
2EMR2_5,n2,0
2EMR2_5,n20,0
2EMR2_5,n21,0
2EMR2_5,n22,0
2EMR2_5,n23,0
2EMR2_5,n24,0
2EMR2_5,n25,0
2EMR2_5,n26,0
2EMR2_5,n27,0
2EMR2_5,n28,1
2EMR2_5,n29,0
2EMR2_5,n3,0
2EMR2_5,n30,0
2EMR2_5,n31,0
2EMR2_5,n32,0
2EMR2_5,n33,0
2EMR2_5,n34,0
2EMR2_5,n35,0
2EMR2_5,n36,0
2EMR2_5,n37,0
2EMR2_5,n38,0
2EMR2_5,n39,0
2EMR2_5,n4,0
2EMR2_5,n40,0
2EMR2_5,n41,0
2EMR2_5,n42,0
2EMR2_5,n43,0
2EMR2_5,n44,0
2EMR2_5,n45,0
2EMR2_5,n46,1
2EMR2_5,n47,0
2EMR2_5,n48,0
2EMR2_5,n49,0
2EMR2_5,n5,0
2EMR2_5,n50,0
2EMR2_5,n51,0
2EMR2_5,n52,0
2EMR2_5,n53,0
2EMR2_5,n54,0
2EMR2_5,n55,0
2EMR2_5,n56,0
2EMR2_5,n57,0
2EMR2_5,n58,0
2EMR2_5,n59,0
2EMR2_5,n6,0
2EMR2_5,n60,0
2EMR2_5,n61,0
2EMR2_5,n7,0
2EMR2_5,n8,0
2EMR2_5,n9,0
3EMR1_1,n1,0
3EMR1_1,n10,0
3EMR1_1,n11,0
3EMR1_1,n12,0
3EMR1_1,n13,0
3EMR1_1,n14,0
3EMR1_1,n15,0
3EMR1_1,n16,0
3EMR1_1,n17,0
3EMR1_1,n18,0
3EMR1_1,n19,1
3EMR1_1,n2,0
3EMR1_1,n20,0
3EMR1_1,n21,0
3EMR1_1,n22,0
3EMR1_1,n23,0
3EMR1_1,n24,0
3EMR1_1,n25,0
3EMR1_1,n26,0
3EMR1_1,n27,0
3EMR1_1,n28,0
3EMR1_1,n29,0
3EMR1_1,n3,0
3EMR1_1,n30,0
3EMR1_1,n31,0
3EMR1_1,n32,0
3EMR1_1,n33,0
3EMR1_1,n34,0
3EMR1_1,n35,0
3EMR1_1,n36,0
3EMR1_1,n37,0
3EMR1_1,n38,0
3EMR1_1,n39,0
3EMR1_1,n4,0
3EMR1_1,n40,0
3EMR1_1,n41,0
3EMR1_1,n42,0
3EMR1_1,n43,0
3EMR1_1,n44,0
3EMR1_1,n45,0
3EMR1_1,n46,0
3EMR1_1,n47,0
3EMR1_1,n48,0
3EMR1_1,n49,0
3EMR1_1,n5,0
3EMR1_1,n50,0
3EMR1_1,n51,0
3EMR1_1,n52,0
3EMR1_1,n53,0
3EMR1_1,n54,0
3EMR1_1,n55,0
3EMR1_1,n56,0
3EMR1_1,n57,0
3EMR1_1,n58,0
3EMR1_1,n59,0
3EMR1_1,n6,0
3EMR1_1,n60,0
3EMR1_1,n61,0
3EMR1_1,n7,0
3EMR1_1,n8,0
3EMR1_1,n9,0
3EMR1_10,n1,0
3EMR1_10,n10,0
3EMR1_10,n11,0
3EMR1_10,n12,0
3EMR1_10,n13,0
3EMR1_10,n14,0
3EMR1_10,n15,0
3EMR1_10,n16,0
3EMR1_10,n17,0
3EMR1_10,n18,0
3EMR1_10,n19,1
3EMR1_10,n2,0
3EMR1_10,n20,0
3EMR1_10,n21,0
3EMR1_10,n22,0
3EMR1_10,n23,0
3EMR1_10,n24,0
3EMR1_10,n25,0
3EMR1_10,n26,0
3EMR1_10,n27,0
