k	fr	to	eid	tau	t0	t1	kind
0	n24^0	n25^1	e29r	1	0	1	real
1	n24^1	n25^2	e29r	1	1	2	real
2	n24^2	n25^3	e29r	1	2	3	real
3	n24^3	n25^4	e29r	1	3	4	real
4	n24^4	n25^5	e29r	1	4	5	real
5	n24^5	n25^6	e29r	1	5	6	real
6	n24^6	n25^7	e29r	1	6	7	real
7	n24^7	n25^8	e29r	1	7	8	real
8	n24^8	n25^9	e29r	1	8	9	real
9	n24^9	n25^10	e29r	1	9	10	real
10	n24^10	n25^11	e29r	1	10	11	real
11	n24^11	n25^12	e29r	1	11	12	real
12	n24^12	n25^13	e29r	1	12	13	real
13	n24^13	n25^14	e29r	1	13	14	real
14	n24^14	n25^15	e29r	1	14	15	real
15	n24^15	n25^16	e29r	1	15	16	real
16	n24^16	n25^17	e29r	1	16	17	real
17	n24^17	n25^18	e29r	1	17	18	real
18	n24^18	n25^19	e29r	1	18	19	real
19	n24^19	n25^20	e29r	1	19	20	real
20	n24^20	n25^21	e29r	1	20	21	real
21	n24^21	n25^22	e29r	1	21	22	real
22	n24^22	n25^23	e29r	1	22	23	real
23	n24^23	n25^24	e29r	1	23	24	real
24	n24^24	n25^25	e29r	1	24	25	real
25	n24^25	n25^26	e29r	1	25	26	real
26	n24^26	n25^27	e29r	1	26	27	real
27	n24^27	n25^28	e29r	1	27	28	real
28	n24^28	n25^29	e29r	1	28	29	real
29	n24^29	n25^30	e29r	1	29	30	real
30	n24^30	n25^31	e29r	1	30	31	real
31	n24^31	n25^32	e29r	1	31	32	real
32	n24^32	n25^33	e29r	1	32	33	real
33	n24^33	n25^34	e29r	1	33	34	real
34	n24^34	n25^35	e29r	1	34	35	real
35	n24^35	n25^36	e29r	1	35	36	real
36	n24^36	n25^37	e29r	1	36	37	real
37	n24^37	n25^38	e29r	1	37	38	real
38	n24^38	n25^39	e29r	1	38	39	real
39	n24^39	n25^40	e29r	1	39	40	real
40	n24^40	n25^41	e29r	1	40	41	real
41	n24^41	n25^42	e29r	1	41	42	real
42	n24^42	n25^43	e29r	1	42	43	real
43	n24^43	n25^44	e29r	1	43	44	real
44	n24^44	n25^45	e29r	1	44	45	real
45	n24^45	n25^46	e29r	1	45	46	real
46	n24^46	n25^47	e29r	1	46	47	real
47	n44^0	n37^1	e50r	1	0	1	real
48	n44^1	n37^2	e50r	1	1	2	real
49	n44^2	n37^3	e50r	1	2	3	real
50	n44^3	n37^4	e50r	1	3	4	real
51	n44^4	n37^5	e50r	1	4	5	real
52	n44^5	n37^6	e50r	1	5	6	real
53	n44^6	n37^7	e50r	1	6	7	real
54	n44^7	n37^8	e50r	1	7	8	real
55	n44^8	n37^9	e50r	1	8	9	real
56	n44^9	n37^10	e50r	1	9	10	real
57	n44^10	n37^11	e50r	1	10	11	real
58	n44^11	n37^12	e50r	1	11	12	real
59	n44^12	n37^13	e50r	1	12	13	real
60	n44^13	n37^14	e50r	1	13	14	real
61	n44^14	n37^15	e50r	1	14	15	real
62	n44^15	n37^16	e50r	1	15	16	real
63	n44^16	n37^17	e50r	1	16	17	real
64	n44^17	n37^18	e50r	1	17	18	real
65	n44^18	n37^19	e50r	1	18	19	real
66	n44^19	n37^20	e50r	1	19	20	real
67	n44^20	n37^21	e50r	1	20	21	real
68	n44^21	n37^22	e50r	1	21	22	real
69	n44^22	n37^23	e50r	1	22	23	real
70	n44^23	n37^24	e50r	1	23	24	real
71	n44^24	n37^25	e50r	1	24	25	real
72	n44^25	n37^26	e50r	1	25	26	real
73	n44^26	n37^27	e50r	1	26	27	real
74	n44^27	n37^28	e50r	1	27	28	real
75	n44^28	n37^29	e50r	1	28	29	real
76	n44^29	n37^30	e50r	1	29	30	real
77	n44^30	n37^31	e50r	1	30	31	real
78	n44^31	n37^32	e50r	1	31	32	real
79	n44^32	n37^33	e50r	1	32	33	real
80	n44^33	n37^34	e50r	1	33	34	real
81	n44^34	n37^35	e50r	1	34	35	real
82	n44^35	n37^36	e50r	1	35	36	real
83	n44^36	n37^37	e50r	1	36	37	real
84	n44^37	n37^38	e50r	1	37	38	real
85	n44^38	n37^39	e50r	1	38	39	real
86	n44^39	n37^40	e50r	1	39	40	real
87	n44^40	n37^41	e50r	1	40	41	real
88	n44^41	n37^42	e50r	1	41	42	real
89	n44^42	n37^43	e50r	1	42	43	real
90	n48^0	n44^1	e57r	1	0	1	real
91	n48^1	n44^2	e57r	1	1	2	real
92	n48^2	n44^3	e57r	1	2	3	real
93	n48^3	n44^4	e57r	1	3	4	real
94	n48^4	n44^5	e57r	1	4	5	real
95	n48^5	n44^6	e57r	1	5	6	real
96	n48^6	n44^7	e57r	1	6	7	real
97	n48^7	n44^8	e57r	1	7	8	real
98	n48^8	n44^9	e57r	1	8	9	real
99	n48^9	n44^10	e57r	1	9	10	real
100	n48^10	n44^11	e57r	1	10	11	real
101	n48^11	n44^12	e57r	1	11	12	real
102	n48^12	n44^13	e57r	1	12	13	real
103	n48^13	n44^14	e57r	1	13	14	real
104	n48^14	n44^15	e57r	1	14	15	real
105	n48^15	n44^16	e57r	1	15	16	real
106	n48^16	n44^17	e57r	1	16	17	real
107	n48^17	n44^18	e57r	1	17	18	real
108	n48^18	n44^19	e57r	1	18	19	real
109	n48^19	n44^20	e57r	1	19	20	real
110	n48^20	n44^21	e57r	1	20	21	real
111	n48^21	n44^22	e57r	1	21	22	real
112	n48^22	n44^23	e57r	1	22	23	real
113	n48^23	n44^24	e57r	1	23	24	real
114	n48^24	n44^25	e57r	1	24	25	real
115	n48^25	n44^26	e57r	1	25	26	real
116	n48^26	n44^27	e57r	1	26	27	real
117	n48^27	n44^28	e57r	1	27	28	real
118	n48^28	n44^29	e57r	1	28	29	real
119	n48^29	n44^30	e57r	1	29	30	real
120	n48^30	n44^31	e57r	1	30	31	real
121	n48^31	n44^32	e57r	1	31	32	real
122	n48^32	n44^33	e57r	1	32	33	real
123	n48^33	n44^34	e57r	1	33	34	real
124	n48^34	n44^35	e57r	1	34	35	real
125	n48^35	n44^36	e57r	1	35	36	real
126	n48^36	n44^37	e57r	1	36	37	real
127	n48^37	n44^38	e57r	1	37	38	real
128	n48^38	n44^39	e57r	1	38	39	real
129	n48^39	n44^40	e57r	1	39	40	real
130	n48^40	n44^41	e57r	1	40	41	real
131	n48^41	n44^42	e57r	1	41	42	real
132	n30^0	n24^1	e33r	1	0	1	real
133	n30^1	n24^2	e33r	1	1	2	real
134	n30^2	n24^3	e33r	1	2	3	real
135	n30^3	n24^4	e33r	1	3	4	real
136	n30^4	n24^5	e33r	1	4	5	real
137	n30^5	n24^6	e33r	1	5	6	real
138	n30^6	n24^7	e33r	1	6	7	real
139	n30^7	n24^8	e33r	1	7	8	real
140	n30^8	n24^9	e33r	1	8	9	real
141	n30^9	n24^10	e33r	1	9	10	real
142	n30^10	n24^11	e33r	1	10	11	real
143	n30^11	n24^12	e33r	1	11	12	real
144	n30^12	n24^13	e33r	1	12	13	real
145	n30^13	n24^14	e33r	1	13	14	real
146	n30^14	n24^15	e33r	1	14	15	real
147	n30^15	n24^16	e33r	1	15	16	real
148	n30^16	n24^17	e33r	1	16	17	real
149	n30^17	n24^18	e33r	1	17	18	real
150	n30^18	n24^19	e33r	1	18	19	real
151	n30^19	n24^20	e33r	1	19	20	real
152	n30^20	n24^21	e33r	1	20	21	real
153	n30^21	n24^22	e33r	1	21	22	real
154	n30^22	n24^23	e33r	1	22	23	real
155	n30^23	n24^24	e33r	1	23	24	real
156	n30^24	n24^25	e33r	1	24	25	real
157	n30^25	n24^26	e33r	1	25	26	real
158	n30^26	n24^27	e33r	1	26	27	real
159	n30^27	n24^28	e33r	1	27	28	real
160	n30^28	n24^29	e33r	1	28	29	real
161	n30^29	n24^30	e33r	1	29	30	real
162	n30^30	n24^31	e33r	1	30	31	real
163	n30^31	n24^32	e33r	1	31	32	real
164	n30^32	n24^33	e33r	1	32	33	real
165	n30^33	n24^34	e33r	1	33	34	real
166	n30^34	n24^35	e33r	1	34	35	real
167	n30^35	n24^36	e33r	1	35	36	real
168	n30^36	n24^37	e33r	1	36	37	real
169	n30^37	n24^38	e33r	1	37	38	real
170	n30^38	n24^39	e33r	1	38	39	real
171	n30^39	n24^40	e33r	1	39	40	real
172	n30^40	n24^41	e33r	1	40	41	real
173	n30^41	n24^42	e33r	1	41	42	real
174	n30^42	n24^43	e33r	1	42	43	real
175	n30^43	n24^44	e33r	1	43	44	real
176	n30^44	n24^45	e33r	1	44	45	real
177	n30^45	n24^46	e33r	1	45	46	real
178	n61^0	n53^2	e70r	2	0	2	real
179	n61^1	n53^3	e70r	2	1	3	real
180	n61^2	n53^4	e70r	2	2	4	real
181	n61^3	n53^5	e70r	2	3	5	real
182	n61^4	n53^6	e70r	2	4	6	real
183	n61^5	n53^7	e70r	2	5	7	real
184	n61^6	n53^8	e70r	2	6	8	real
185	n61^7	n53^9	e70r	2	7	9	real
186	n61^8	n53^10	e70r	2	8	10	real
187	n61^9	n53^11	e70r	2	9	11	real
188	n61^10	n53^12	e70r	2	10	12	real
189	n61^11	n53^13	e70r	2	11	13	real
190	n61^12	n53^14	e70r	2	12	14	real
191	n61^13	n53^15	e70r	2	13	15	real
192	n61^14	n53^16	e70r	2	14	16	real
193	n61^15	n53^17	e70r	2	15	17	real
194	n61^16	n53^18	e70r	2	16	18	real
195	n61^17	n53^19	e70r	2	17	19	real
196	n61^18	n53^20	e70r	2	18	20	real
197	n61^19	n53^21	e70r	2	19	21	real
198	n61^20	n53^22	e70r	2	20	22	real
199	n61^21	n53^23	e70r	2	21	23	real
200	n61^22	n53^24	e70r	2	22	24	real
201	n61^23	n53^25	e70r	2	23	25	real
202	n61^24	n53^26	e70r	2	24	26	real
203	n61^25	n53^27	e70r	2	25	27	real
204	n61^26	n53^28	e70r	2	26	28	real
205	n61^27	n53^29	e70r	2	27	29	real
206	n61^28	n53^30	e70r	2	28	30	real
207	n61^29	n53^31	e70r	2	29	31	real
208	n61^30	n53^32	e70r	2	30	32	real
209	n61^31	n53^33	e70r	2	31	33	real
210	n61^32	n53^34	e70r	2	32	34	real
211	n61^33	n53^35	e70r	2	33	35	real
212	n61^34	n53^36	e70r	2	34	36	real
213	n61^35	n53^37	e70r	2	35	37	real
214	n61^36	n53^38	e70r	2	36	38	real
215	n61^37	n53^39	e70r	2	37	39	real
216	n61^38	n53^40	e70r	2	38	40	real
217	n53^0	n48^1	e62r	1	0	1	real
218	n53^1	n48^2	e62r	1	1	2	real
219	n53^2	n48^3	e62r	1	2	3	real
220	n53^3	n48^4	e62r	1	3	4	real
221	n53^4	n48^5	e62r	1	4	5	real
222	n53^5	n48^6	e62r	1	5	6	real
223	n53^6	n48^7	e62r	1	6	7	real
224	n53^7	n48^8	e62r	1	7	8	real
225	n53^8	n48^9	e62r	1	8	9	real
226	n53^9	n48^10	e62r	1	9	10	real
227	n53^10	n48^11	e62r	1	10	11	real
228	n53^11	n48^12	e62r	1	11	12	real
229	n53^12	n48^13	e62r	1	12	13	real
