k	fr	to	eid	tau	t0	t1	kind
0	n23^0	n34^1	e36r	1	0	1	real
1	n23^1	n34^2	e36r	1	1	2	real
2	n23^2	n34^3	e36r	1	2	3	real
3	n23^3	n34^4	e36r	1	3	4	real
4	n23^4	n34^5	e36r	1	4	5	real
5	n23^5	n34^6	e36r	1	5	6	real
6	n23^6	n34^7	e36r	1	6	7	real
7	n23^7	n34^8	e36r	1	7	8	real
8	n23^8	n34^9	e36r	1	8	9	real
9	n23^9	n34^10	e36r	1	9	10	real
10	n23^10	n34^11	e36r	1	10	11	real
11	n23^11	n34^12	e36r	1	11	12	real
12	n23^12	n34^13	e36r	1	12	13	real
13	n23^13	n34^14	e36r	1	13	14	real
14	n23^14	n34^15	e36r	1	14	15	real
15	n23^15	n34^16	e36r	1	15	16	real
16	n23^16	n34^17	e36r	1	16	17	real
17	n23^17	n34^18	e36r	1	17	18	real
18	n23^18	n34^19	e36r	1	18	19	real
19	n23^19	n34^20	e36r	1	19	20	real
20	n23^20	n34^21	e36r	1	20	21	real
21	n23^21	n34^22	e36r	1	21	22	real
22	n23^22	n34^23	e36r	1	22	23	real
23	n23^23	n34^24	e36r	1	23	24	real
24	n23^24	n34^25	e36r	1	24	25	real
25	n23^25	n34^26	e36r	1	25	26	real
26	n23^26	n34^27	e36r	1	26	27	real
27	n23^27	n34^28	e36r	1	27	28	real
28	n23^28	n34^29	e36r	1	28	29	real
29	n23^29	n34^30	e36r	1	29	30	real
30	n23^30	n34^31	e36r	1	30	31	real
31	n23^31	n34^32	e36r	1	31	32	real
32	n23^32	n34^33	e36r	1	32	33	real
33	n23^33	n34^34	e36r	1	33	34	real
34	n23^34	n34^35	e36r	1	34	35	real
35	n23^35	n34^36	e36r	1	35	36	real
36	n23^36	n34^37	e36r	1	36	37	real
37	n23^37	n34^38	e36r	1	37	38	real
38	n23^38	n34^39	e36r	1	38	39	real
39	n23^39	n34^40	e36r	1	39	40	real
40	n23^40	n34^41	e36r	1	40	41	real
41	n23^41	n34^42	e36r	1	41	42	real
42	n23^42	n34^43	e36r	1	42	43	real
43	n23^43	n34^44	e36r	1	43	44	real
44	n23^44	n34^45	e36r	1	44	45	real
45	n23^45	n34^46	e36r	1	45	46	real
46	n34^0	n51^2	e51r	2	0	2	real
47	n34^1	n51^3	e51r	2	1	3	real
48	n34^2	n51^4	e51r	2	2	4	real
49	n34^3	n51^5	e51r	2	3	5	real
50	n34^4	n51^6	e51r	2	4	6	real
51	n34^5	n51^7	e51r	2	5	7	real
52	n34^6	n51^8	e51r	2	6	8	real
53	n34^7	n51^9	e51r	2	7	9	real
54	n34^8	n51^10	e51r	2	8	10	real
55	n34^9	n51^11	e51r	2	9	11	real
56	n34^10	n51^12	e51r	2	10	12	real
57	n34^11	n51^13	e51r	2	11	13	real
58	n34^12	n51^14	e51r	2	12	14	real
59	n34^13	n51^15	e51r	2	13	15	real
60	n34^14	n51^16	e51r	2	14	16	real
61	n34^15	n51^17	e51r	2	15	17	real
62	n34^16	n51^18	e51r	2	16	18	real
63	n34^17	n51^19	e51r	2	17	19	real
64	n34^18	n51^20	e51r	2	18	20	real
65	n34^19	n51^21	e51r	2	19	21	real
66	n34^20	n51^22	e51r	2	20	22	real
67	n34^21	n51^23	e51r	2	21	23	real
68	n34^22	n51^24	e51r	2	22	24	real
69	n34^23	n51^25	e51r	2	23	25	real
70	n34^24	n51^26	e51r	2	24	26	real
71	n34^25	n51^27	e51r	2	25	27	real
72	n34^26	n51^28	e51r	2	26	28	real
73	n34^27	n51^29	e51r	2	27	29	real
74	n34^28	n51^30	e51r	2	28	30	real
75	n34^29	n51^31	e51r	2	29	31	real
76	n34^30	n51^32	e51r	2	30	32	real
77	n34^31	n51^33	e51r	2	31	33	real
78	n34^32	n51^34	e51r	2	32	34	real
79	n34^33	n51^35	e51r	2	33	35	real
80	n34^34	n51^36	e51r	2	34	36	real
81	n34^35	n51^37	e51r	2	35	37	real
82	n34^36	n51^38	e51r	2	36	38	real
83	n34^37	n51^39	e51r	2	37	39	real
84	n34^38	n51^40	e51r	2	38	40	real
85	n34^39	n51^41	e51r	2	39	41	real
86	n34^40	n51^42	e51r	2	40	42	real
87	n34^41	n51^43	e51r	2	41	43	real
88	n34^42	n51^44	e51r	2	42	44	real
89	n34^43	n51^45	e51r	2	43	45	real
90	n34^44	n51^46	e51r	2	44	46	real
91	n34^45	n51^47	e51r	2	45	47	real
92	n34^46	n51^48	e51r	2	46	48	real
93	n22^0	n23^1	e28r	1	0	1	real
94	n22^1	n23^2	e28r	1	1	2	real
95	n22^2	n23^3	e28r	1	2	3	real
96	n22^3	n23^4	e28r	1	3	4	real
97	n22^4	n23^5	e28r	1	4	5	real
98	n22^5	n23^6	e28r	1	5	6	real
99	n22^6	n23^7	e28r	1	6	7	real
100	n22^7	n23^8	e28r	1	7	8	real
101	n22^8	n23^9	e28r	1	8	9	real
102	n22^9	n23^10	e28r	1	9	10	real
103	n22^10	n23^11	e28r	1	10	11	real
104	n22^11	n23^12	e28r	1	11	12	real
105	n22^12	n23^13	e28r	1	12	13	real
106	n22^13	n23^14	e28r	1	13	14	real
107	n22^14	n23^15	e28r	1	14	15	real
108	n22^15	n23^16	e28r	1	15	16	real
109	n22^16	n23^17	e28r	1	16	17	real
110	n22^17	n23^18	e28r	1	17	18	real
111	n22^18	n23^19	e28r	1	18	19	real
