k	fr	to	eid	tau	t0	t1	kind
0	n55^0	n54^2	e68	2	0	2	real
1	n55^1	n54^3	e68	2	1	3	real
2	n55^2	n54^4	e68	2	2	4	real
3	n55^3	n54^5	e68	2	3	5	real
4	n55^4	n54^6	e68	2	4	6	real
5	n55^5	n54^7	e68	2	5	7	real
6	n55^6	n54^8	e68	2	6	8	real
7	n55^7	n54^9	e68	2	7	9	real
8	n55^8	n54^10	e68	2	8	10	real
9	n55^9	n54^11	e68	2	9	11	real
10	n55^10	n54^12	e68	2	10	12	real
11	n55^11	n54^13	e68	2	11	13	real
12	n55^12	n54^14	e68	2	12	14	real
13	n55^13	n54^15	e68	2	13	15	real
14	n55^14	n54^16	e68	2	14	16	real
15	n55^15	n54^17	e68	2	15	17	real
16	n55^16	n54^18	e68	2	16	18	real
17	n55^17	n54^19	e68	2	17	19	real
18	n55^18	n54^20	e68	2	18	20	real
19	n55^19	n54^21	e68	2	19	21	real
20	n55^20	n54^22	e68	2	20	22	real
21	n55^21	n54^23	e68	2	21	23	real
22	n55^22	n54^24	e68	2	22	24	real
23	n55^23	n54^25	e68	2	23	25	real
24	n55^24	n54^26	e68	2	24	26	real
25	n55^25	n54^27	e68	2	25	27	real
26	n55^26	n54^28	e68	2	26	28	real
27	n55^27	n54^29	e68	2	27	29	real
28	n55^28	n54^30	e68	2	28	30	real
29	n55^29	n54^31	e68	2	29	31	real
30	n55^30	n54^32	e68	2	30	32	real
31	n55^31	n54^33	e68	2	31	33	real
32	n55^32	n54^34	e68	2	32	34	real
33	n55^33	n54^35	e68	2	33	35	real
34	n55^34	n54^36	e68	2	34	36	real
35	n55^35	n54^37	e68	2	35	37	real
36	n55^36	n54^38	e68	2	36	38	real
37	n55^37	n54^39	e68	2	37	39	real
38	n55^38	n54^40	e68	2	38	40	real
39	n55^39	n54^41	e68	2	39	41	real
40	n55^40	n54^42	e68	2	40	42	real
41	n55^41	n54^43	e68	2	41	43	real
42	n55^42	n54^44	e68	2	42	44	real
43	n54^0	n50^2	e64	2	0	2	real
44	n54^1	n50^3	e64	2	1	3	real
45	n54^2	n50^4	e64	2	2	4	real
46	n54^3	n50^5	e64	2	3	5	real
47	n54^4	n50^6	e64	2	4	6	real
48	n54^5	n50^7	e64	2	5	7	real
49	n54^6	n50^8	e64	2	6	8	real
50	n54^7	n50^9	e64	2	7	9	real
51	n54^8	n50^10	e64	2	8	10	real
52	n54^9	n50^11	e64	2	9	11	real
53	n54^10	n50^12	e64	2	10	12	real
54	n54^11	n50^13	e64	2	11	13	real
55	n54^12	n50^14	e64	2	12	14	real
56	n54^13	n50^15	e64	2	13	15	real
57	n54^14	n50^16	e64	2	14	16	real
58	n54^15	n50^17	e64	2	15	17	real
59	n54^16	n50^18	e64	2	16	18	real
60	n54^17	n50^19	e64	2	17	19	real
61	n54^18	n50^20	e64	2	18	20	real
62	n54^19	n50^21	e64	2	19	21	real
