k	fr	to	eid	tau	t0	t1	kind
0	n5^0	n3^1	e5	1	0	1	real
1	n5^1	n3^2	e5	1	1	2	real
2	n5^2	n3^3	e5	1	2	3	real
3	n5^3	n3^4	e5	1	3	4	real
4	n5^4	n3^5	e5	1	4	5	real
5	n5^5	n3^6	e5	1	5	6	real
6	n5^6	n3^7	e5	1	6	7	real
7	n5^7	n3^8	e5	1	7	8	real
8	n5^8	n3^9	e5	1	8	9	real
9	n5^9	n3^10	e5	1	9	10	real
10	n5^10	n3^11	e5	1	10	11	real
11	n5^11	n3^12	e5	1	11	12	real
12	n5^12	n3^13	e5	1	12	13	real
13	n5^13	n3^14	e5	1	13	14	real
14	n5^14	n3^15	e5	1	14	15	real
15	n5^15	n3^16	e5	1	15	16	real
16	n5^16	n3^17	e5	1	16	17	real
17	n5^17	n3^18	e5	1	17	18	real
18	n5^18	n3^19	e5	1	18	19	real
19	n5^19	n3^20	e5	1	19	20	real
20	n5^20	n3^21	e5	1	20	21	real
21	n5^21	n3^22	e5	1	21	22	real
22	n5^22	n3^23	e5	1	22	23	real
23	n5^23	n3^24	e5	1	23	24	real
24	n5^24	n3^25	e5	1	24	25	real
25	n5^25	n3^26	e5	1	25	26	real
26	n5^26	n3^27	e5	1	26	27	real
27	n5^27	n3^28	e5	1	27	28	real
28	n5^28	n3^29	e5	1	28	29	real
29	n5^29	n3^30	e5	1	29	30	real
30	n5^30	n3^31	e5	1	30	31	real
31	n5^31	n3^32	e5	1	31	32	real
32	n5^32	n3^33	e5	1	32	33	real
33	n5^33	n3^34	e5	1	33	34	real
34	n5^34	n3^35	e5	1	34	35	real
35	n5^35	n3^36	e5	1	35	36	real
36	n5^36	n3^37	e5	1	36	37	real
37	n5^37	n3^38	e5	1	37	38	real
38	n5^38	n3^39	e5	1	38	39	real
39	n5^39	n3^40	e5	1	39	40	real
40	n5^40	n3^41	e5	1	40	41	real
41	n5^41	n3^42	e5	1	41	42	real
42	n5^42	n3^43	e5	1	42	43	real
43	n5^43	n3^44	e5	1	43	44	real
44	n5^44	n3^45	e5	1	44	45	real
45	n5^45	n3^46	e5	1	45	46	real
46	n5^46	n3^47	e5	1	46	47	real
47	n5^47	n3^48	e5	1	47	48	real
48	n8^0	n6^1	e8	1	0	1	real
49	n8^1	n6^2	e8	1	1	2	real
50	n8^2	n6^3	e8	1	2	3	real
51	n8^3	n6^4	e8	1	3	4	real
52	n8^4	n6^5	e8	1	4	5	real
53	n8^5	n6^6	e8	1	5	6	real
54	n8^6	n6^7	e8	1	6	7	real
