k	fr	to	eid	tau	t0	t1	kind
0	n60^0	n42^2	e61r	2	0	2	real
1	n60^1	n42^3	e61r	2	1	3	real
2	n60^2	n42^4	e61r	2	2	4	real
3	n60^3	n42^5	e61r	2	3	5	real
4	n60^4	n42^6	e61r	2	4	6	real
5	n60^5	n42^7	e61r	2	5	7	real
6	n60^6	n42^8	e61r	2	6	8	real
7	n60^7	n42^9	e61r	2	7	9	real
8	n60^8	n42^10	e61r	2	8	10	real
9	n60^9	n42^11	e61r	2	9	11	real
10	n60^10	n42^12	e61r	2	10	12	real
11	n60^11	n42^13	e61r	2	11	13	real
12	n60^12	n42^14	e61r	2	12	14	real
13	n60^13	n42^15	e61r	2	13	15	real
14	n60^14	n42^16	e61r	2	14	16	real
15	n60^15	n42^17	e61r	2	15	17	real
16	n60^16	n42^18	e61r	2	16	18	real
17	n60^17	n42^19	e61r	2	17	19	real
18	n60^18	n42^20	e61r	2	18	20	real
19	n60^19	n42^21	e61r	2	19	21	real
20	n60^20	n42^22	e61r	2	20	22	real
21	n60^21	n42^23	e61r	2	21	23	real
22	n60^22	n42^24	e61r	2	22	24	real
23	n60^23	n42^25	e61r	2	23	25	real
24	n60^24	n42^26	e61r	2	24	26	real
25	n60^25	n42^27	e61r	2	25	27	real
26	n60^26	n42^28	e61r	2	26	28	real
27	n60^27	n42^29	e61r	2	27	29	real
28	n60^28	n42^30	e61r	2	28	30	real
29	n60^29	n42^31	e61r	2	29	31	real
30	n60^30	n42^32	e61r	2	30	32	real
31	n60^31	n42^33	e61r	2	31	33	real
32	n60^32	n42^34	e61r	2	32	34	real
33	n60^33	n42^35	e61r	2	33	35	real
34	n60^34	n42^36	e61r	2	34	36	real
35	n60^35	n42^37	e61r	2	35	37	real
36	n60^36	n42^38	e61r	2	36	38	real
37	n60^37	n42^39	e61r	2	37	39	real
38	n79^0	n75^2	e93r	2	0	2	real
39	n79^1	n75^3	e93r	2	1	3	real
40	n79^2	n75^4	e93r	2	2	4	real
41	n79^3	n75^5	e93r	2	3	5	real
42	n79^4	n75^6	e93r	2	4	6	real
43	n79^5	n75^7	e93r	2	5	7	real
