k	fr	to	eid	tau	t0	t1	kind
0	n2^0	n13^2	e9r	2	0	2	real
1	n2^1	n13^3	e9r	2	1	3	real
2	n2^2	n13^4	e9r	2	2	4	real
3	n2^3	n13^5	e9r	2	3	5	real
4	n2^4	n13^6	e9r	2	4	6	real
5	n2^5	n13^7	e9r	2	5	7	real
6	n2^6	n13^8	e9r	2	6	8	real
7	n2^7	n13^9	e9r	2	7	9	real
8	n2^8	n13^10	e9r	2	8	10	real
9	n2^9	n13^11	e9r	2	9	11	real
10	n2^10	n13^12	e9r	2	10	12	real
11	n2^11	n13^13	e9r	2	11	13	real
12	n2^12	n13^14	e9r	2	12	14	real
13	n2^13	n13^15	e9r	2	13	15	real
14	n2^14	n13^16	e9r	2	14	16	real
15	n2^15	n13^17	e9r	2	15	17	real
16	n2^16	n13^18	e9r	2	16	18	real
17	n2^17	n13^19	e9r	2	17	19	real
18	n2^18	n13^20	e9r	2	18	20	real
19	n2^19	n13^21	e9r	2	19	21	real
20	n2^20	n13^22	e9r	2	20	22	real
21	n2^21	n13^23	e9r	2	21	23	real
22	n2^22	n13^24	e9r	2	22	24	real
23	n2^23	n13^25	e9r	2	23	25	real
24	n2^24	n13^26	e9r	2	24	26	real
25	n2^25	n13^27	e9r	2	25	27	real
26	n2^26	n13^28	e9r	2	26	28	real
27	n2^27	n13^29	e9r	2	27	29	real
28	n2^28	n13^30	e9r	2	28	30	real
29	n2^29	n13^31	e9r	2	29	31	real
30	n2^30	n13^32	e9r	2	30	32	real
31	n2^31	n13^33	e9r	2	31	33	real
32	n2^32	n13^34	e9r	2	32	34	real
33	n2^33	n13^35	e9r	2	33	35	real
34	n2^34	n13^36	e9r	2	34	36	real
35	n2^35	n13^37	e9r	2	35	37	real
36	n2^36	n13^38	e9r	2	36	38	real
37	n2^37	n13^39	e9r	2	37	39	real
38	n1^0	n2^1	e1	1	0	1	real
39	n1^1	n2^2	e1	1	1	2	real
40	n1^2	n2^3	e1	1	2	3	real
41	n1^3	n2^4	e1	1	3	4	real
42	n1^4	n2^5	e1	1	4	5	real
43	n1^5	n2^6	e1	1	5	6	real
44	n1^6	n2^7	e1	1	6	7	real
45	n1^7	n2^8	e1	1	7	8	real
46	n1^8	n2^9	e1	1	8	9	real
47	n1^9	n2^10	e1	1	9	10	real
48	n1^10	n2^11	e1	1	10	11	real
49	n1^11	n2^12	e1	1	11	12	real
50	n1^12	n2^13	e1	1	12	13	real
51	n1^13	n2^14	e1	1	13	14	real
52	n1^14	n2^15	e1	1	14	15	real
53	n1^15	n2^16	e1	1	15	16	real
54	n1^16	n2^17	e1	1	16	17	real
55	n1^17	n2^18	e1	1	17	18	real
56	n1^18	n2^19	e1	1	18	19	real
57	n1^19	n2^20	e1	1	19	20	real
58	n1^20	n2^21	e1	1	20	21	real
59	n1^21	n2^22	e1	1	21	22	real
60	n1^22	n2^23	e1	1	22	23	real
61	n1^23	n2^24	e1	1	23	24	real
62	n1^24	n2^25	e1	1	24	25	real
63	n1^25	n2^26	e1	1	25	26	real
64	n1^26	n2^27	e1	1	26	27	real
65	n1^27	n2^28	e1	1	27	28	real
66	n1^28	n2^29	e1	1	28	29	real
67	n1^29	n2^30	e1	1	29	30	real
68	n1^30	n2^31	e1	1	30	31	real
69	n1^31	n2^32	e1	1	31	32	real
70	n1^32	n2^33	e1	1	32	33	real
71	n1^33	n2^34	e1	1	33	34	real
72	n1^34	n2^35	e1	1	34	35	real
73	n1^35	n2^36	e1	1	35	36	real
74	n1^36	n2^37	e1	1	36	37	real
75	n18^0	n21^2	e22	2	0	2	real
76	n18^1	n21^3	e22	2	1	3	real
77	n18^2	n21^4	e22	2	2	4	real
78	n18^3	n21^5	e22	2	3	5	real
79	n18^4	n21^6	e22	2	4	6	real
80	n18^5	n21^7	e22	2	5	7	real
81	n18^6	n21^8	e22	2	6	8	real
82	n18^7	n21^9	e22	2	7	9	real
83	n18^8	n21^10	e22	2	8	10	real
84	n18^9	n21^11	e22	2	9	11	real
85	n18^10	n21^12	e22	2	10	12	real
86	n18^11	n21^13	e22	2	11	13	real
87	n18^12	n21^14	e22	2	12	14	real
88	n18^13	n21^15	e22	2	13	15	real
89	n18^14	n21^16	e22	2	14	16	real
90	n18^15	n21^17	e22	2	15	17	real
91	n18^16	n21^18	e22	2	16	18	real
92	n18^17	n21^19	e22	2	17	19	real
93	n18^18	n21^20	e22	2	18	20	real
94	n18^19	n21^21	e22	2	19	21	real
95	n18^20	n21^22	e22	2	20	22	real
96	n18^21	n21^23	e22	2	21	23	real
97	n18^22	n21^24	e22	2	22	24	real
98	n18^23	n21^25	e22	2	23	25	real
99	n18^24	n21^26	e22	2	24	26	real
100	n18^25	n21^27	e22	2	25	27	real
101	n18^26	n21^28	e22	2	26	28	real
102	n18^27	n21^29	e22	2	27	29	real
103	n18^28	n21^30	e22	2	28	30	real
104	n18^29	n21^31	e22	2	29	31	real
105	n18^30	n21^32	e22	2	30	32	real
106	n18^31	n21^33	e22	2	31	33	real
107	n18^32	n21^34	e22	2	32	34	real
108	n18^33	n21^35	e22	2	33	35	real
109	n18^34	n21^36	e22	2	34	36	real
110	n18^35	n21^37	e22	2	35	37	real
111	n18^36	n21^38	e22	2	36	38	real
112	n18^37	n21^39	e22	2	37	39	real
113	n18^38	n21^40	e22	2	38	40	real
114	n18^39	n21^41	e22	2	39	41	real
115	n18^40	n21^42	e22	2	40	42	real
116	n21^0	n30^2	e30	2	0	2	real
117	n21^1	n30^3	e30	2	1	3	real
118	n21^2	n30^4	e30	2	2	4	real
119	n21^3	n30^5	e30	2	3	5	real
120	n21^4	n30^6	e30	2	4	6	real
121	n21^5	n30^7	e30	2	5	7	real
122	n21^6	n30^8	e30	2	6	8	real
123	n21^7	n30^9	e30	2	7	9	real
124	n21^8	n30^10	e30	2	8	10	real
125	n21^9	n30^11	e30	2	9	11	real
126	n21^10	n30^12	e30	2	10	12	real
127	n21^11	n30^13	e30	2	11	13	real
128	n21^12	n30^14	e30	2	12	14	real
129	n21^13	n30^15	e30	2	13	15	real
130	n21^14	n30^16	e30	2	14	16	real
131	n21^15	n30^17	e30	2	15	17	real
132	n21^16	n30^18	e30	2	16	18	real
133	n21^17	n30^19	e30	2	17	19	real
134	n21^18	n30^20	e30	2	18	20	real
135	n21^19	n30^21	e30	2	19	21	real
136	n21^20	n30^22	e30	2	20	22	real
137	n21^21	n30^23	e30	2	21	23	real
138	n21^22	n30^24	e30	2	22	24	real
139	n21^23	n30^25	e30	2	23	25	real
140	n21^24	n30^26	e30	2	24	26	real
141	n21^25	n30^27	e30	2	25	27	real
142	n21^26	n30^28	e30	2	26	28	real
143	n21^27	n30^29	e30	2	27	29	real
144	n21^28	n30^30	e30	2	28	30	real
145	n21^29	n30^31	e30	2	29	31	real
146	n21^30	n30^32	e30	2	30	32	real
147	n21^31	n30^33	e30	2	31	33	real
148	n21^32	n30^34	e30	2	32	34	real
149	n21^33	n30^35	e30	2	33	35	real
150	n21^34	n30^36	e30	2	34	36	real
151	n21^35	n30^37	e30	2	35	37	real
152	n21^36	n30^38	e30	2	36	38	real
153	n21^37	n30^39	e30	2	37	39	real
154	n21^38	n30^40	e30	2	38	40	real
155	n21^39	n30^41	e30	2	39	41	real
156	n21^40	n30^42	e30	2	40	42	real
157	n21^41	n30^43	e30	2	41	43	real
158	n21^42	n30^44	e30	2	42	44	real
159	n30^0	n37^2	e41	2	0	2	real
160	n30^1	n37^3	e41	2	1	3	real
161	n30^2	n37^4	e41	2	2	4	real
162	n30^3	n37^5	e41	2	3	5	real
163	n30^4	n37^6	e41	2	4	6	real
164	n30^5	n37^7	e41	2	5	7	real
165	n30^6	n37^8	e41	2	6	8	real
166	n30^7	n37^9	e41	2	7	9	real
167	n30^8	n37^10	e41	2	8	10	real
168	n30^9	n37^11	e41	2	9	11	real
169	n30^10	n37^12	e41	2	10	12	real
170	n30^11	n37^13	e41	2	11	13	real
171	n30^12	n37^14	e41	2	12	14	real
172	n30^13	n37^15	e41	2	13	15	real
173	n30^14	n37^16	e41	2	14	16	real
174	n30^15	n37^17	e41	2	15	17	real
175	n30^16	n37^18	e41	2	16	18	real
176	n30^17	n37^19	e41	2	17	19	real
177	n30^18	n37^20	e41	2	18	20	real
178	n30^19	n37^21	e41	2	19	21	real
179	n30^20	n37^22	e41	2	20	22	real
180	n30^21	n37^23	e41	2	21	23	real
181	n30^22	n37^24	e41	2	22	24	real
182	n30^23	n37^25	e41	2	23	25	real
183	n30^24	n37^26	e41	2	24	26	real
184	n30^25	n37^27	e41	2	25	27	real
185	n30^26	n37^28	e41	2	26	28	real
186	n30^27	n37^29	e41	2	27	29	real
187	n30^28	n37^30	e41	2	28	30	real
188	n30^29	n37^31	e41	2	29	31	real
189	n30^30	n37^32	e41	2	30	32	real
190	n30^31	n37^33	e41	2	31	33	real
191	n30^32	n37^34	e41	2	32	34	real
192	n30^33	n37^35	e41	2	33	35	real
193	n30^34	n37^36	e41	2	34	36	real
194	n30^35	n37^37	e41	2	35	37	real
195	n30^36	n37^38	e41	2	36	38	real
196	n30^37	n37^39	e41	2	37	39	real
197	n30^38	n37^40	e41	2	38	40	real
198	n30^39	n37^41	e41	2	39	41	real
199	n30^40	n37^42	e41	2	40	42	real
200	n30^41	n37^43	e41	2	41	43	real
201	n30^42	n37^44	e41	2	42	44	real
202	n30^43	n37^45	e41	2	43	45	real
203	n30^44	n37^46	e41	2	44	46	real
204	n37^0	n48^2	e54	2	0	2	real
205	n37^1	n48^3	e54	2	1	3	real
206	n37^2	n48^4	e54	2	2	4	real
207	n37^3	n48^5	e54	2	3	5	real
208	n37^4	n48^6	e54	2	4	6	real
209	n37^5	n48^7	e54	2	5	7	real
210	n37^6	n48^8	e54	2	6	8	real
211	n37^7	n48^9	e54	2	7	9	real
212	n37^8	n48^10	e54	2	8	10	real
213	n37^9	n48^11	e54	2	9	11	real
214	n37^10	n48^12	e54	2	10	12	real
215	n37^11	n48^13	e54	2	11	13	real
216	n37^12	n48^14	e54	2	12	14	real
217	n37^13	n48^15	e54	2	13	15	real
218	n37^14	n48^16	e54	2	14	16	real
219	n37^15	n48^17	e54	2	15	17	real
220	n37^16	n48^18	e54	2	16	18	real
221	n37^17	n48^19	e54	2	17	19	real
222	n37^18	n48^20	e54	2	18	20	real
