k	fr	to	eid	tau	t0	t1	kind
0	n48^0	n57^1	e65	1	0	1	real
1	n48^1	n57^2	e65	1	1	2	real
2	n48^2	n57^3	e65	1	2	3	real
3	n48^3	n57^4	e65	1	3	4	real
4	n48^4	n57^5	e65	1	4	5	real
5	n48^5	n57^6	e65	1	5	6	real
6	n48^6	n57^7	e65	1	6	7	real
7	n48^7	n57^8	e65	1	7	8	real
8	n48^8	n57^9	e65	1	8	9	real
9	n48^9	n57^10	e65	1	9	10	real
10	n48^10	n57^11	e65	1	10	11	real
11	n48^11	n57^12	e65	1	11	12	real
12	n48^12	n57^13	e65	1	12	13	real
13	n48^13	n57^14	e65	1	13	14	real
14	n48^14	n57^15	e65	1	14	15	real
15	n48^15	n57^16	e65	1	15	16	real
16	n48^16	n57^17	e65	1	16	17	real
17	n48^17	n57^18	e65	1	17	18	real
18	n48^18	n57^19	e65	1	18	19	real
19	n48^19	n57^20	e65	1	19	20	real
20	n48^20	n57^21	e65	1	20	21	real
21	n48^21	n57^22	e65	1	21	22	real
22	n48^22	n57^23	e65	1	22	23	real
23	n48^23	n57^24	e65	1	23	24	real
24	n48^24	n57^25	e65	1	24	25	real
25	n48^25	n57^26	e65	1	25	26	real
26	n48^26	n57^27	e65	1	26	27	real
27	n48^27	n57^28	e65	1	27	28	real
28	n48^28	n57^29	e65	1	28	29	real
29	n48^29	n57^30	e65	1	29	30	real
30	n48^30	n57^31	e65	1	30	31	real
31	n48^31	n57^32	e65	1	31	32	real
32	n48^32	n57^33	e65	1	32	33	real
33	n48^33	n57^34	e65	1	33	34	real
34	n48^34	n57^35	e65	1	34	35	real
35	n48^35	n57^36	e65	1	35	36	real
36	n48^36	n57^37	e65	1	36	37	real
37	n48^37	n57^38	e65	1	37	38	real
38	n48^38	n57^39	e65	1	38	39	real
39	n62^0	n66^2	e78r	2	0	2	real
40	n62^1	n66^3	e78r	2	1	3	real
41	n62^2	n66^4	e78r	2	2	4	real
42	n62^3	n66^5	e78r	2	3	5	real
43	n62^4	n66^6	e78r	2	4	6	real
44	n62^5	n66^7	e78r	2	5	7	real
45	n62^6	n66^8	e78r	2	6	8	real
46	n62^7	n66^9	e78r	2	7	9	real
47	n62^8	n66^10	e78r	2	8	10	real
48	n62^9	n66^11	e78r	2	9	11	real
49	n62^10	n66^12	e78r	2	10	12	real
50	n62^11	n66^13	e78r	2	11	13	real
51	n62^12	n66^14	e78r	2	12	14	real
52	n62^13	n66^15	e78r	2	13	15	real
53	n62^14	n66^16	e78r	2	14	16	real
54	n62^15	n66^17	e78r	2	15	17	real
55	n62^16	n66^18	e78r	2	16	18	real
56	n62^17	n66^19	e78r	2	17	19	real
57	n62^18	n66^20	e78r	2	18	20	real
58	n62^19	n66^21	e78r	2	19	21	real
59	n62^20	n66^22	e78r	2	20	22	real
60	n62^21	n66^23	e78r	2	21	23	real
61	n62^22	n66^24	e78r	2	22	24	real
62	n62^23	n66^25	e78r	2	23	25	real
63	n62^24	n66^26	e78r	2	24	26	real
64	n62^25	n66^27	e78r	2	25	27	real
65	n62^26	n66^28	e78r	2	26	28	real
66	n62^27	n66^29	e78r	2	27	29	real
67	n62^28	n66^30	e78r	2	28	30	real
68	n62^29	n66^31	e78r	2	29	31	real
69	n62^30	n66^32	e78r	2	30	32	real
70	n62^31	n66^33	e78r	2	31	33	real
71	n62^32	n66^34	e78r	2	32	34	real
72	n62^33	n66^35	e78r	2	33	35	real
73	n62^34	n66^36	e78r	2	34	36	real
74	n62^35	n66^37	e78r	2	35	37	real
75	n62^36	n66^38	e78r	2	36	38	real
76	n62^37	n66^39	e78r	2	37	39	real
77	n62^38	n66^40	e78r	2	38	40	real
78	n62^39	n66^41	e78r	2	39	41	real
79	n62^40	n66^42	e78r	2	40	42	real
80	n62^41	n66^43	e78r	2	41	43	real
81	n62^42	n66^44	e78r	2	42	44	real
82	n71^0	n73^2	e87r	2	0	2	real
83	n71^1	n73^3	e87r	2	1	3	real
84	n71^2	n73^4	e87r	2	2	4	real
85	n71^3	n73^5	e87r	2	3	5	real
86	n71^4	n73^6	e87r	2	4	6	real
87	n71^5	n73^7	e87r	2	5	7	real
88	n71^6	n73^8	e87r	2	6	8	real
89	n71^7	n73^9	e87r	2	7	9	real
90	n71^8	n73^10	e87r	2	8	10	real
91	n71^9	n73^11	e87r	2	9	11	real
92	n71^10	n73^12	e87r	2	10	12	real
93	n71^11	n73^13	e87r	2	11	13	real
94	n71^12	n73^14	e87r	2	12	14	real
95	n71^13	n73^15	e87r	2	13	15	real
96	n71^14	n73^16	e87r	2	14	16	real
97	n71^15	n73^17	e87r	2	15	17	real
98	n71^16	n73^18	e87r	2	16	18	real
