k	fr	to	eid	tau	t0	t1	kind
0	n56^0	n62^1	e71	1	0	1	real
1	n56^1	n62^2	e71	1	1	2	real
2	n56^2	n62^3	e71	1	2	3	real
3	n56^3	n62^4	e71	1	3	4	real
4	n56^4	n62^5	e71	1	4	5	real
5	n56^5	n62^6	e71	1	5	6	real
6	n56^6	n62^7	e71	1	6	7	real
7	n56^7	n62^8	e71	1	7	8	real
8	n56^8	n62^9	e71	1	8	9	real
9	n56^9	n62^10	e71	1	9	10	real
10	n56^10	n62^11	e71	1	10	11	real
11	n56^11	n62^12	e71	1	11	12	real
12	n56^12	n62^13	e71	1	12	13	real
13	n56^13	n62^14	e71	1	13	14	real
14	n56^14	n62^15	e71	1	14	15	real
15	n56^15	n62^16	e71	1	15	16	real
16	n56^16	n62^17	e71	1	16	17	real
17	n56^17	n62^18	e71	1	17	18	real
18	n56^18	n62^19	e71	1	18	19	real
19	n56^19	n62^20	e71	1	19	20	real
20	n56^20	n62^21	e71	1	20	21	real
21	n56^21	n62^22	e71	1	21	22	real
22	n56^22	n62^23	e71	1	22	23	real
23	n56^23	n62^24	e71	1	23	24	real
24	n56^24	n62^25	e71	1	24	25	real
25	n56^25	n62^26	e71	1	25	26	real
26	n56^26	n62^27	e71	1	26	27	real
27	n56^27	n62^28	e71	1	27	28	real
28	n56^28	n62^29	e71	1	28	29	real
29	n56^29	n62^30	e71	1	29	30	real
30	n56^30	n62^31	e71	1	30	31	real
31	n56^31	n62^32	e71	1	31	32	real
32	n56^32	n62^33	e71	1	32	33	real
33	n56^33	n62^34	e71	1	33	34	real
34	n56^34	n62^35	e71	1	34	35	real
35	n56^35	n62^36	e71	1	35	36	real
36	n56^36	n62^37	e71	1	36	37	real
37	n56^37	n62^38	e71	1	37	38	real
38	n56^38	n62^39	e71	1	38	39	real
39	n56^39	n62^40	e71	1	39	40	real
40	n56^40	n62^41	e71	1	40	41	real
41	n56^41	n62^42	e71	1	41	42	real
42	n56^42	n62^43	e71	1	42	43	real
43	n56^43	n62^44	e71	1	43	44	real
44	n56^44	n62^45	e71	1	44	45	real
45	n56^45	n62^46	e71	1	45	46	real
46	n56^46	n62^47	e71	1	46	47	real
47	n33^0	n45^2	e48	2	0	2	real
48	n33^1	n45^3	e48	2	1	3	real
49	n33^2	n45^4	e48	2	2	4	real
50	n33^3	n45^5	e48	2	3	5	real
51	n33^4	n45^6	e48	2	4	6	real
52	n33^5	n45^7	e48	2	5	7	real
53	n33^6	n45^8	e48	2	6	8	real
54	n33^7	n45^9	e48	2	7	9	real
55	n33^8	n45^10	e48	2	8	10	real
56	n33^9	n45^11	e48	2	9	11	real
57	n33^10	n45^12	e48	2	10	12	real
58	n33^11	n45^13	e48	2	11	13	real
59	n33^12	n45^14	e48	2	12	14	real
60	n33^13	n45^15	e48	2	13	15	real
61	n33^14	n45^16	e48	2	14	16	real
62	n33^15	n45^17	e48	2	15	17	real
63	n33^16	n45^18	e48	2	16	18	real
64	n33^17	n45^19	e48	2	17	19	real
65	n33^18	n45^20	e48	2	18	20	real
66	n33^19	n45^21	e48	2	19	21	real
67	n33^20	n45^22	e48	2	20	22	real
68	n33^21	n45^23	e48	2	21	23	real
69	n33^22	n45^24	e48	2	22	24	real
