k	fr	to	eid	tau	t0	t1	kind
0	n77^0	n76^1	e92r	1	0	1	real
1	n77^1	n76^2	e92r	1	1	2	real
2	n77^2	n76^3	e92r	1	2	3	real
3	n77^3	n76^4	e92r	1	3	4	real
4	n77^4	n76^5	e92r	1	4	5	real
5	n77^5	n76^6	e92r	1	5	6	real
6	n77^6	n76^7	e92r	1	6	7	real
7	n77^7	n76^8	e92r	1	7	8	real
8	n77^8	n76^9	e92r	1	8	9	real
9	n77^9	n76^10	e92r	1	9	10	real
10	n77^10	n76^11	e92r	1	10	11	real
11	n77^11	n76^12	e92r	1	11	12	real
12	n77^12	n76^13	e92r	1	12	13	real
13	n77^13	n76^14	e92r	1	13	14	real
14	n77^14	n76^15	e92r	1	14	15	real
15	n77^15	n76^16	e92r	1	15	16	real
16	n77^16	n76^17	e92r	1	16	17	real
17	n77^17	n76^18	e92r	1	17	18	real
18	n77^18	n76^19	e92r	1	18	19	real
19	n77^19	n76^20	e92r	1	19	20	real
20	n77^20	n76^21	e92r	1	20	21	real
21	n77^21	n76^22	e92r	1	21	22	real
22	n77^22	n76^23	e92r	1	22	23	real
23	n77^23	n76^24	e92r	1	23	24	real
24	n77^24	n76^25	e92r	1	24	25	real
25	n77^25	n76^26	e92r	1	25	26	real
26	n77^26	n76^27	e92r	1	26	27	real
27	n77^27	n76^28	e92r	1	27	28	real
28	n77^28	n76^29	e92r	1	28	29	real
29	n59^0	n46^2	e66r	2	0	2	real
30	n59^1	n46^3	e66r	2	1	3	real
31	n59^2	n46^4	e66r	2	2	4	real
32	n59^3	n46^5	e66r	2	3	5	real
33	n59^4	n46^6	e66r	2	4	6	real
34	n59^5	n46^7	e66r	2	5	7	real
35	n59^6	n46^8	e66r	2	6	8	real
36	n59^7	n46^9	e66r	2	7	9	real
37	n59^8	n46^10	e66r	2	8	10	real
38	n59^9	n46^11	e66r	2	9	11	real
39	n59^10	n46^12	e66r	2	10	12	real
40	n59^11	n46^13	e66r	2	11	13	real
41	n59^12	n46^14	e66r	2	12	14	real
42	n59^13	n46^15	e66r	2	13	15	real
43	n59^14	n46^16	e66r	2	14	16	real
44	n59^15	n46^17	e66r	2	15	17	real
45	n59^16	n46^18	e66r	2	16	18	real
46	n59^17	n46^19	e66r	2	17	19	real
47	n59^18	n46^20	e66r	2	18	20	real
48	n59^19	n46^21	e66r	2	19	21	real
49	n59^20	n46^22	e66r	2	20	22	real
50	n59^21	n46^23	e66r	2	21	23	real
51	n59^22	n46^24	e66r	2	22	24	real
52	n59^23	n46^25	e66r	2	23	25	real
53	n59^24	n46^26	e66r	2	24	26	real
54	n59^25	n46^27	e66r	2	25	27	real
55	n59^26	n46^28	e66r	2	26	28	real
56	n59^27	n46^29	e66r	2	27	29	real
57	n59^28	n46^30	e66r	2	28	30	real
58	n59^29	n46^31	e66r	2	29	31	real
59	n59^30	n46^32	e66r	2	30	32	real
60	n59^31	n46^33	e66r	2	31	33	real
61	n59^32	n46^34	e66r	2	32	34	real
62	n59^33	n46^35	e66r	2	33	35	real
63	n59^34	n46^36	e66r	2	34	36	real
64	n59^35	n46^37	e66r	2	35	37	real
65	n79^0	n77^1	e94r	1	0	1	real
66	n79^1	n77^2	e94r	1	1	2	real
67	n79^2	n77^3	e94r	1	2	3	real
68	n79^3	n77^4	e94r	1	3	4	real
69	n79^4	n77^5	e94r	1	4	5	real
70	n79^5	n77^6	e94r	1	5	6	real
71	n79^6	n77^7	e94r	1	6	7	real
72	n79^7	n77^8	e94r	1	7	8	real
73	n79^8	n77^9	e94r	1	8	9	real
74	n79^9	n77^10	e94r	1	9	10	real
75	n79^10	n77^11	e94r	1	10	11	real
76	n79^11	n77^12	e94r	1	11	12	real
77	n79^12	n77^13	e94r	1	12	13	real
78	n79^13	n77^14	e94r	1	13	14	real
79	n79^14	n77^15	e94r	1	14	15	real
80	n79^15	n77^16	e94r	1	15	16	real
81	n79^16	n77^17	e94r	1	16	17	real
82	n79^17	n77^18	e94r	1	17	18	real
83	n79^18	n77^19	e94r	1	18	19	real
84	n79^19	n77^20	e94r	1	19	20	real
85	n79^20	n77^21	e94r	1	20	21	real
86	n79^21	n77^22	e94r	1	21	22	real
87	n79^22	n77^23	e94r	1	22	23	real
88	n79^23	n77^24	e94r	1	23	24	real
89	n79^24	n77^25	e94r	1	24	25	real
90	n79^25	n77^26	e94r	1	25	26	real
91	n79^26	n77^27	e94r	1	26	27	real
92	n79^27	n77^28	e94r	1	27	28	real
93	n63^0	n60^1	e75r	1	0	1	real
94	n63^1	n60^2	e75r	1	1	2	real
95	n63^2	n60^3	e75r	1	2	3	real
96	n63^3	n60^4	e75r	1	3	4	real
97	n63^4	n60^5	e75r	1	4	5	real
98	n63^5	n60^6	e75r	1	5	6	real
